customer_id,tenure_months,monthly_spend,support_tickets,contract_type,churn
1885,20,90.3,0,Annual,0
1886,46,85.15,2,Monthly,0
1887,15,103.88,1,Annual,0
1888,25,93.3,3,Annual,0
1889,30,57.93,3,Monthly,0
1890,14,70.13,0,Monthly,0
1891,7,52.38,5,Annual,1
1892,17,102.89,2,Monthly,0
1893,44,40.16,1,Monthly,1
1894,20,54.33,2,Annual,0
1895,36,69.76,1,Monthly,0
1896,9,91.28,3,Monthly,1
1897,38,69.57,3,Monthly,0
1898,48,72.7,0,Monthly,0
1899,57,73.09,4,Monthly,0
1900,22,83.46,1,Monthly,0
1901,54,55.59,1,Annual,0
1902,53,61.06,0,Annual,0
1903,53,113.62,5,Monthly,0
1904,2,88.05,2,Monthly,1
1905,24,95.22,0,Monthly,0
1906,8,81.16,3,Monthly,0
1907,11,77.19,3,Annual,1
1908,13,89.14,3,Annual,0
1909,17,94.55,2,Monthly,0
1910,8,96.92,2,Monthly,0
1911,21,77.47,1,Annual,0
1912,18,99.11,3,Monthly,1
1913,30,30.68,1,Monthly,0
1914,18,97.85,3,Annual,0
1915,46,71.46,0,Monthly,0
1916,47,91.07,3,Monthly,0
1917,31,67.01,0,Monthly,0
1918,38,53.47,2,Monthly,0
1919,32,86.79,3,Monthly,0
1920,11,49.97,1,Annual,0
1921,45,72.01,0,Monthly,0
1922,25,63.75,3,Monthly,1
1923,33,76.5,3,Monthly,0
1924,38,95.94,2,Monthly,0
1925,41,70.2,3,Annual,0
1926,8,86.29,2,Monthly,0
1927,11,94.79,1,Annual,0
1928,22,67.85,3,Annual,0
1929,51,68.14,4,Monthly,0
1930,24,107.39,0,Annual,0
1931,41,78.41,0,Monthly,0
1932,17,90.18,2,Monthly,0
1933,12,90.03,4,Monthly,0
1934,57,56.04,1,Monthly,0
1935,46,64.78,4,Monthly,0
1936,32,87.51,2,Annual,0
1937,15,38.65,2,Annual,0
1938,16,75.77,2,Monthly,1
1939,54,62.69,3,Annual,1
1940,22,102.21,1,Monthly,0
1941,28,86.92,2,Annual,0
1942,20,103.82,9,Annual,0
1943,33,79.22,1,Monthly,0
1944,10,77.72,1,Annual,0
1945,40,73.9,1,Annual,0
1946,32,69.94,2,Monthly,0
1947,50,133.69,1,Monthly,0
1948,33,96.14,2,Monthly,1
1949,2,58.68,4,Monthly,1
1950,33,132.79,1,Annual,0
1951,33,71.9,1,Annual,0
1952,41,86.42,2,Annual,0
1953,13,98.79,2,Monthly,0
1954,30,49.24,3,Monthly,0
1955,33,63.45,2,Monthly,0
1956,13,112.96,1,Annual,0
1957,52,75.5,2,Annual,0
1958,26,99.97,2,Annual,0
1959,22,70.93,1,Annual,0
1960,39,78.1,4,Monthly,1
1961,2,115.71,3,Monthly,0
1962,38,88.75,3,Monthly,0
1963,39,73.1,2,Annual,0
1964,26,66.33,0,Annual,0
1965,46,68.16,2,Monthly,1
1966,58,104.83,4,Annual,0
1967,50,95.31,1,Monthly,0
1968,15,57.03,2,Monthly,0
1969,34,81.74,0,Annual,0
1970,42,78.66,2,Monthly,0
1971,55,86.32,4,Monthly,0
1972,44,67.93,2,Annual,0
1973,49,101.96,2,Annual,0
1974,40,79.97,1,Monthly,0
1975,11,87.47,2,Monthly,1
1976,3,64.31,3,Monthly,1
1977,59,65.31,4,Monthly,0
1978,6,133.15,6,Monthly,1
1979,9,116.0,1,Monthly,0
1980,6,78.61,0,Monthly,0
1981,9,110.66,0,Monthly,0
1982,39,104.25,1,Annual,0
1983,31,67.5,0,Annual,0
1984,32,65.5,3,Monthly,1
1985,41,93.37,2,Monthly,0
1986,50,85.2,1,Monthly,0
1987,12,71.96,1,Monthly,0
1988,8,94.42,1,Annual,1
1989,8,51.15,0,Monthly,0
1990,50,82.3,1,Monthly,0
1991,28,55.22,3,Monthly,0
1992,20,55.88,3,Monthly,0
1993,47,65.86,1,Monthly,0
1994,59,87.27,4,Annual,1
1995,7,66.5,3,Monthly,1
1996,11,55.64,0,Monthly,0
1997,20,89.54,2,Annual,0
1998,16,109.85,3,Annual,1
1999,4,92.78,4,Monthly,1
2000,6,116.04,2,Monthly,0
2001,58,108.18,3,Annual,1
2002,22,70.25,0,Monthly,1
2003,26,92.64,2,Monthly,0
2004,3,78.17,1,Monthly,0
2005,41,101.24,3,Monthly,1
2006,42,78.16,1,Monthly,0
2007,14,64.23,4,Annual,0
2008,11,107.47,1,Annual,1
2009,18,86.36,3,Monthly,1
2010,54,66.73,5,Monthly,0
2011,12,70.03,1,Monthly,0
2012,23,66.6,1,Annual,0
2013,12,59.97,0,Annual,0
2014,13,70.45,0,Monthly,0
2015,25,87.46,0,Annual,0
2016,45,81.28,2,Monthly,1
2017,51,71.24,1,Annual,1
2018,58,109.91,1,Monthly,1
2019,19,39.79,1,Monthly,0
2020,55,86.12,1,Monthly,0
2021,46,77.14,6,Monthly,0
2022,36,60.6,2,Annual,1
2023,45,87.29,3,Monthly,0
2024,8,75.61,3,Monthly,1
2025,29,104.94,3,Annual,0
2026,55,97.36,4,Monthly,0
2027,53,118.12,1,Annual,0
2028,55,70.33,4,Annual,0
2029,32,107.93,2,Monthly,0
2030,51,56.68,2,Annual,0
2031,44,77.79,3,Monthly,0
2032,18,70.7,0,Annual,0
2033,6,92.05,0,Monthly,0
2034,18,91.57,4,Annual,0
2035,19,61.99,2,Monthly,0
2036,22,93.16,6,Annual,0
2037,37,72.39,1,Monthly,1
2038,32,63.66,0,Monthly,0
2039,56,79.76,3,Annual,0
2040,41,50.46,2,Annual,0
2041,59,98.63,5,Annual,0
2042,3,78.89,7,Monthly,1
2043,28,79.33,2,Annual,0
2044,10,78.26,1,Annual,1
2045,51,112.94,3,Monthly,0
2046,35,110.38,3,Monthly,0
2047,29,107.02,4,Annual,0
2048,54,78.3,2,Annual,0
2049,15,57.69,1,Annual,0
2050,33,79.68,4,Annual,0
2051,7,86.29,4,Annual,1
2052,12,96.25,2,Annual,0
2053,49,86.22,2,Annual,1
2054,30,59.47,5,Annual,0
2055,21,69.29,4,Annual,0
2056,31,67.48,3,Monthly,1
2057,58,90.78,1,Annual,1
2058,24,91.27,5,Monthly,0
2059,20,93.89,2,Monthly,0
2060,37,86.02,0,Monthly,1
2061,4,38.82,2,Annual,0
2062,28,45.48,3,Monthly,0
2063,44,77.2,4,Monthly,0
2064,20,81.96,3,Monthly,0
2065,24,105.07,1,Annual,1
2066,50,81.56,0,Monthly,0
2067,49,60.48,1,Monthly,0
2068,51,93.24,2,Monthly,1
2069,32,79.65,1,Monthly,0
2070,41,71.96,1,Monthly,0
2071,36,47.71,2,Monthly,0
2072,58,81.7,2,Annual,0
2073,53,84.58,3,Monthly,1
2074,34,60.08,3,Monthly,0
2075,36,94.89,6,Annual,1
2076,2,93.1,1,Monthly,0
2077,15,80.98,0,Annual,0
2078,34,80.23,0,Annual,1
2079,36,98.92,2,Annual,0
2080,6,87.35,3,Annual,0
2081,39,65.95,4,Monthly,1
2082,42,76.05,3,Monthly,0
2083,51,91.14,3,Monthly,0
2084,51,39.35,3,Annual,0
2085,58,61.37,3,Annual,0
2086,54,93.64,1,Monthly,0
2087,12,104.18,4,Monthly,0
2088,3,100.42,1,Annual,0
2089,45,97.87,0,Monthly,1
2090,18,82.59,6,Annual,0
2091,40,59.42,1,Annual,0
2092,21,76.07,4,Monthly,0
2093,15,40.13,3,Monthly,1
2094,33,106.01,5,Monthly,0
2095,35,63.66,3,Monthly,0
2096,26,69.33,6,Annual,0
2097,8,101.17,4,Monthly,1
2098,36,47.71,3,Monthly,0
2099,48,56.21,1,Monthly,0
2100,30,85.36,1,Monthly,0
2101,23,90.41,4,Annual,0
2102,42,78.57,2,Annual,0
2103,44,79.22,2,Monthly,0
2104,14,105.37,3,Annual,0
2105,14,92.73,2,Monthly,0
2106,2,90.02,1,Annual,1
2107,55,95.51,2,Annual,1
2108,37,73.99,3,Annual,1
2109,5,123.46,3,Annual,0
2110,38,33.85,2,Annual,0
2111,45,109.16,1,Monthly,1
2112,41,98.04,2,Monthly,0
2113,54,84.97,3,Annual,0
2114,47,81.6,3,Monthly,0
2115,14,76.89,3,Monthly,1
2116,56,102.07,4,Annual,0
2117,39,79.2,2,Monthly,0
2118,25,65.44,3,Monthly,0
2119,20,98.04,0,Monthly,0
2120,2,111.7,2,Monthly,0
2121,39,41.46,2,Annual,0
2122,6,127.14,3,Monthly,0
2123,17,59.27,1,Annual,0
2124,59,60.79,1,Annual,0
2125,25,55.1,1,Annual,0
2126,57,80.02,4,Annual,1
2127,28,54.41,2,Monthly,0
2128,2,56.83,2,Monthly,0
2129,35,66.23,3,Annual,1
2130,37,82.77,0,Monthly,0
2131,5,84.7,3,Annual,0
2132,1,104.82,2,Annual,0
2133,40,104.36,1,Annual,0
2134,12,100.49,3,Annual,0
2135,56,74.77,2,Monthly,0
2136,36,43.18,2,Monthly,0
2137,45,42.73,1,Monthly,0
2138,23,100.35,1,Annual,0
2139,47,96.88,1,Monthly,0
2140,31,67.67,2,Annual,1
2141,11,51.19,1,Monthly,0
2142,10,59.06,4,Annual,1
2143,3,83.49,3,Monthly,0
2144,54,83.53,0,Monthly,0
2145,14,100.85,3,Annual,0
2146,16,70.99,1,Monthly,0
2147,10,75.12,2,Monthly,0
2148,29,102.51,1,Annual,0
2149,10,37.5,4,Monthly,1
2150,12,86.35,0,Monthly,0
2151,30,73.32,2,Annual,1
2152,41,94.26,1,Annual,0
2153,1,90.25,1,Monthly,1
2154,5,66.07,1,Annual,0
2155,20,69.85,0,Monthly,0
2156,8,33.96,3,Monthly,0
2157,43,95.0,1,Monthly,1
2158,12,84.8,2,Monthly,0
2159,1,107.97,2,Monthly,0
2160,57,72.01,2,Annual,1
2161,54,98.29,1,Monthly,0
2162,20,58.6,1,Annual,0
2163,28,25.9,3,Monthly,0
2164,57,78.11,2,Monthly,0
2165,43,68.67,4,Monthly,0
2166,37,58.98,3,Annual,0
2167,47,97.96,0,Annual,0
2168,37,104.16,1,Annual,0
2169,12,82.11,3,Annual,0
2170,37,76.35,2,Monthly,0
2171,49,81.25,1,Monthly,0
2172,49,66.94,5,Monthly,0
2173,56,91.25,1,Monthly,0
2174,44,49.21,4,Annual,0
2175,56,58.54,3,Monthly,1
2176,28,64.17,3,Monthly,0
2177,47,90.83,2,Monthly,0
2178,15,73.95,4,Monthly,0
2179,6,107.21,5,Annual,1
2180,44,96.07,0,Annual,0
2181,59,63.98,1,Monthly,1
2182,20,92.67,1,Annual,0
2183,50,71.84,3,Monthly,0
2184,14,89.46,1,Monthly,0
2185,2,97.04,3,Annual,0
2186,9,102.29,1,Monthly,1
2187,37,84.04,3,Monthly,1
2188,20,112.0,3,Annual,1
2189,26,88.83,2,Monthly,0
2190,29,82.7,1,Monthly,0
2191,1,73.95,0,Annual,0
2192,55,67.37,1,Annual,0
2193,35,88.4,1,Annual,0
2194,6,82.02,5,Monthly,1
2195,37,85.22,2,Monthly,0
2196,53,89.61,1,Monthly,0
2197,59,85.13,2,Annual,0
2198,5,120.27,4,Annual,1
2199,33,69.44,4,Monthly,0
2200,49,88.65,0,Annual,0
2201,51,75.45,0,Monthly,0
2202,14,30.77,2,Monthly,0
2203,12,76.13,2,Monthly,0
2204,42,61.27,2,Annual,1
2205,20,78.66,0,Monthly,1
2206,53,79.47,2,Annual,1
2207,50,87.71,2,Monthly,0
2208,24,69.4,2,Monthly,0
2209,59,71.9,1,Monthly,0
2210,43,94.01,1,Monthly,1
2211,34,63.82,3,Monthly,0
2212,25,43.23,1,Monthly,0
2213,50,83.14,3,Monthly,0
2214,29,101.42,2,Monthly,0
2215,57,93.78,3,Monthly,0
2216,39,83.51,1,Monthly,0
2217,31,105.01,1,Annual,0
2218,56,101.64,2,Annual,0
2219,47,73.38,1,Annual,1
2220,43,84.95,1,Monthly,0
2221,50,85.81,3,Annual,0
2222,23,78.26,2,Annual,0
2223,44,102.68,2,Monthly,0
2224,38,76.96,1,Monthly,0
2225,20,69.99,5,Annual,0
2226,23,28.17,1,Monthly,0
2227,45,64.03,1,Monthly,0
2228,52,53.69,7,Monthly,0
2229,16,79.19,0,Monthly,0
2230,50,54.93,5,Monthly,0
2231,42,92.17,0,Annual,0
2232,55,102.17,1,Monthly,0
2233,8,79.38,3,Monthly,0
2234,50,60.32,1,Monthly,0
2235,21,85.73,2,Annual,0
2236,1,117.87,3,Annual,0
2237,55,111.65,1,Monthly,0
2238,8,51.88,2,Annual,0
2239,29,51.14,1,Monthly,0
2240,32,46.01,4,Annual,0
2241,38,57.26,4,Monthly,0
2242,5,85.03,2,Annual,0
2243,47,68.87,1,Annual,0
2244,22,63.23,2,Annual,0
2245,47,100.78,1,Monthly,0
2246,34,90.6,2,Annual,0
2247,1,45.91,0,Monthly,0
2248,55,99.63,5,Monthly,0
2249,55,90.12,0,Annual,0
2250,26,90.57,5,Annual,0
2251,43,68.59,1,Monthly,0
2252,10,76.25,1,Monthly,0
2253,30,40.55,2,Annual,0
2254,50,97.34,4,Annual,0
2255,18,60.02,0,Monthly,0
2256,17,62.59,1,Annual,0
2257,26,62.32,1,Annual,0
2258,8,116.01,2,Monthly,1
2259,47,66.63,2,Monthly,1
2260,40,98.85,4,Annual,0
2261,49,79.52,0,Monthly,1
2262,12,63.42,1,Annual,0
2263,27,59.79,3,Monthly,0
2264,8,67.42,1,Annual,0
2265,25,78.51,2,Annual,0
2266,46,92.03,2,Annual,0
2267,4,70.58,1,Monthly,0
2268,33,69.83,3,Annual,0
2269,1,62.38,1,Monthly,0
2270,19,56.12,1,Monthly,0
2271,31,54.45,1,Annual,0
2272,16,99.76,1,Monthly,0
2273,14,69.42,4,Monthly,0
2274,53,71.19,1,Monthly,0
2275,48,66.67,3,Annual,0
2276,5,73.66,3,Monthly,0
2277,41,87.42,1,Annual,0
2278,26,70.26,3,Monthly,0
2279,28,83.61,1,Monthly,1
2280,2,108.36,4,Monthly,1
2281,50,63.61,1,Monthly,0
2282,6,71.21,1,Annual,0
2283,9,92.82,1,Monthly,0
2284,33,109.95,1,Monthly,0
2285,41,55.15,4,Annual,0
2286,25,45.98,4,Monthly,0
2287,48,79.99,2,Monthly,0
2288,13,77.92,3,Annual,0
2289,9,94.0,0,Monthly,0
2290,53,90.95,2,Monthly,0
2291,13,79.32,1,Monthly,1
2292,31,100.98,6,Annual,0
2293,41,66.38,1,Monthly,0
2294,11,84.23,2,Annual,0
2295,4,55.69,0,Monthly,0
2296,34,79.16,1,Annual,0
2297,38,50.78,1,Monthly,1
2298,46,57.68,1,Monthly,0
2299,4,114.19,3,Annual,0
2300,38,43.51,2,Annual,0
2301,19,75.67,3,Annual,1
2302,6,96.54,1,Monthly,0
2303,34,124.43,0,Monthly,0
2304,18,83.54,0,Monthly,0
2305,13,84.68,1,Annual,1
2306,41,80.79,0,Monthly,0
2307,23,101.14,0,Annual,0
2308,19,88.63,1,Annual,0
2309,45,68.5,4,Annual,0
2310,11,102.31,3,Monthly,0
2311,1,70.76,4,Monthly,1
2312,24,48.03,2,Monthly,0
2313,54,48.09,3,Monthly,1
2314,7,75.98,1,Annual,1
2315,25,82.06,1,Monthly,0
2316,21,99.11,2,Monthly,0
2317,15,92.82,2,Monthly,0
2318,1,81.6,2,Monthly,0
2319,12,100.23,4,Annual,0
2320,58,80.25,4,Monthly,0
2321,7,54.19,4,Monthly,1
2322,15,49.83,0,Monthly,1
2323,21,105.57,2,Monthly,1
2324,19,35.1,2,Annual,0
2325,29,75.99,3,Monthly,0
2326,25,139.64,2,Monthly,0
2327,33,89.18,3,Annual,0
2328,49,75.83,4,Monthly,0
2329,32,46.31,2,Monthly,1
2330,49,112.35,1,Annual,0
2331,35,104.28,1,Monthly,0
2332,44,93.7,1,Monthly,1
2333,38,79.99,2,Monthly,0
2334,26,91.44,4,Monthly,0
2335,11,77.03,3,Annual,0
2336,35,60.53,3,Monthly,0
2337,8,99.13,3,Monthly,0
2338,46,78.99,5,Annual,0
2339,14,90.44,1,Monthly,0
2340,10,77.58,1,Annual,0
2341,2,89.24,3,Monthly,0
2342,46,79.71,4,Monthly,0
2343,9,78.15,2,Annual,0
2344,3,80.6,1,Annual,0
2345,21,139.22,6,Monthly,1
2346,26,96.05,1,Annual,0
2347,8,131.72,3,Annual,0
2348,48,79.84,2,Annual,0
2349,2,73.82,1,Annual,0
2350,6,58.52,2,Annual,0
2351,28,112.06,2,Annual,0
2352,53,61.9,2,Monthly,0
2353,29,116.19,0,Monthly,0
2354,26,59.68,2,Annual,0
2355,25,97.73,1,Monthly,1
2356,12,48.18,2,Monthly,0
2357,5,71.16,2,Annual,1
2358,34,80.44,0,Monthly,0
2359,48,68.05,1,Monthly,0
2360,37,76.61,1,Monthly,0
2361,15,76.71,1,Monthly,0
2362,44,96.14,1,Annual,0
2363,36,38.26,1,Monthly,0
2364,15,68.74,3,Monthly,0
2365,43,105.09,2,Monthly,0
2366,48,91.25,2,Annual,0
2367,23,105.43,2,Monthly,0
2368,6,95.18,1,Annual,0
2369,46,58.33,1,Annual,1
2370,50,93.22,0,Monthly,1
2371,44,82.0,4,Annual,0
2372,59,125.36,4,Annual,0
2373,43,96.04,1,Annual,1
2374,45,90.47,1,Monthly,0
2375,21,93.39,2,Monthly,0
2376,23,89.38,1,Annual,0
2377,43,88.84,1,Annual,0
2378,55,74.67,2,Monthly,0
2379,16,90.71,2,Monthly,0
2380,47,98.97,1,Annual,0
2381,53,101.21,2,Annual,0
2382,15,98.78,3,Monthly,0
2383,25,110.16,3,Monthly,1
2384,36,102.46,7,Annual,0
2385,11,92.57,1,Annual,0
2386,51,57.13,4,Monthly,0
2387,15,57.13,2,Monthly,0
2388,4,75.04,2,Monthly,0
2389,21,80.94,0,Annual,0
2390,13,107.96,2,Annual,0
2391,22,24.41,3,Annual,0
2392,19,59.34,1,Monthly,0
2393,34,76.12,0,Monthly,0
2394,14,60.06,1,Annual,1
2395,4,64.04,0,Monthly,0
2396,48,70.02,0,Annual,0
2397,53,61.08,0,Annual,0
2398,52,64.55,2,Monthly,0
2399,46,107.26,2,Annual,0
2400,27,92.29,0,Annual,1
2401,29,95.28,0,Monthly,0
2402,47,79.32,3,Monthly,1
2403,28,100.22,3,Annual,0
2404,35,96.96,2,Monthly,0
2405,8,91.97,1,Monthly,0
2406,16,66.92,3,Annual,0
2407,42,71.16,3,Monthly,0
2408,36,101.16,0,Annual,0
2409,30,69.67,3,Monthly,0
2410,18,54.23,2,Monthly,0
2411,2,69.28,3,Monthly,0
2412,49,111.19,1,Annual,0
2413,13,69.3,1,Monthly,0
2414,4,86.55,2,Annual,1
2415,26,67.69,4,Monthly,0
2416,25,95.27,1,Annual,1
2417,30,90.74,0,Monthly,1
2418,11,50.18,2,Monthly,1
2419,7,85.36,2,Annual,0
2420,31,46.35,3,Annual,0
2421,44,68.92,4,Monthly,0
2422,10,79.77,2,Annual,1
2423,39,116.94,1,Monthly,1
2424,13,86.36,3,Monthly,0
2425,31,64.66,2,Annual,0
2426,7,73.66,1,Annual,0
2427,56,98.48,3,Annual,0
2428,49,64.93,0,Monthly,0
2429,42,101.94,3,Annual,1
2430,42,69.54,4,Annual,0
2431,56,61.69,4,Monthly,0
2432,36,70.18,2,Monthly,0
2433,20,47.67,5,Monthly,0
2434,4,36.55,0,Monthly,0
2435,54,78.35,4,Annual,1
2436,7,78.65,1,Monthly,0
2437,54,85.13,1,Monthly,0
2438,1,78.25,0,Monthly,0
2439,44,126.59,1,Monthly,0
2440,56,83.37,1,Annual,0
2441,45,52.47,3,Monthly,0
2442,42,57.6,3,Monthly,0
2443,47,80.01,3,Annual,0
2444,59,71.29,0,Annual,0
2445,13,55.43,2,Annual,0
2446,55,78.82,0,Monthly,0
2447,22,79.12,2,Monthly,0
2448,54,111.91,1,Annual,0
2449,21,61.68,1,Annual,0
2450,22,71.65,2,Monthly,0
2451,28,111.85,3,Monthly,1
2452,9,86.57,3,Annual,0
2453,26,61.56,3,Annual,0
2454,9,65.71,2,Annual,1
2455,15,55.72,4,Annual,1
2456,10,81.55,3,Monthly,1
2457,24,100.62,4,Annual,0
2458,58,112.62,3,Annual,0
2459,57,50.27,4,Monthly,0
2460,42,97.38,3,Monthly,1
2461,8,83.29,2,Annual,0
2462,24,74.76,2,Annual,0
2463,16,71.65,2,Monthly,0
2464,49,41.58,4,Monthly,0
2465,26,92.76,0,Monthly,0
2466,27,53.62,3,Annual,0
2467,37,65.04,3,Monthly,1
2468,4,88.36,1,Annual,0
2469,50,43.67,6,Monthly,1
2470,24,53.58,1,Monthly,1
2471,19,104.37,1,Monthly,0
2472,36,82.44,3,Annual,0
2473,39,66.76,3,Monthly,1
2474,10,82.52,6,Annual,1
2475,25,93.39,2,Monthly,0
2476,18,102.5,3,Annual,1
2477,19,57.75,2,Annual,0
2478,36,59.5,3,Monthly,0
2479,10,92.17,3,Monthly,0
2480,33,92.81,4,Annual,0
2481,55,53.12,2,Monthly,0
2482,50,60.25,2,Annual,0
2483,5,76.13,5,Monthly,1
2484,47,80.47,3,Annual,0
2485,49,81.04,1,Monthly,1
2486,35,52.81,2,Annual,0
2487,44,80.84,1,Annual,1
2488,34,65.65,2,Monthly,0
2489,33,56.67,3,Annual,1
2490,55,79.78,1,Annual,1
2491,21,77.74,0,Annual,0
2492,17,96.03,3,Monthly,0
2493,22,62.78,2,Monthly,1
2494,48,84.7,3,Monthly,0
2495,37,48.63,0,Monthly,0
2496,15,74.5,2,Monthly,0
2497,35,89.27,0,Monthly,0
2498,28,90.96,1,Monthly,1
2499,7,91.1,2,Monthly,0
2500,32,96.09,2,Monthly,0
2501,11,71.08,2,Monthly,0
2502,10,89.91,0,Annual,0
2503,9,117.37,3,Annual,1
2504,14,70.66,6,Monthly,0
2505,13,107.6,1,Monthly,1
2506,57,97.53,2,Monthly,0
2507,25,74.67,3,Monthly,0
2508,2,76.34,3,Annual,0
2509,35,82.37,2,Annual,0
2510,7,96.4,1,Monthly,0
2511,21,88.05,3,Annual,0
2512,18,70.5,1,Annual,0
2513,3,38.36,4,Monthly,1
2514,42,93.44,0,Monthly,0
2515,54,41.35,1,Monthly,0
2516,39,52.68,0,Monthly,1
2517,41,71.95,2,Monthly,0
2518,49,55.72,2,Monthly,0
2519,11,86.35,6,Monthly,1
2520,39,74.08,2,Monthly,1
2521,24,95.7,4,Annual,0
2522,46,47.85,3,Monthly,0
2523,19,66.76,0,Monthly,0
2524,4,80.08,3,Monthly,0
2525,26,80.85,1,Monthly,0
2526,38,93.88,0,Monthly,0
2527,42,61.71,2,Monthly,0
2528,32,70.64,2,Monthly,0
2529,39,90.15,6,Monthly,0
2530,45,36.03,1,Annual,0
2531,46,87.7,1,Annual,0
2532,36,95.28,4,Annual,0
2533,40,53.33,4,Annual,0
2534,37,73.7,1,Annual,1
2535,33,109.85,1,Monthly,0
2536,36,93.2,1,Monthly,1
2537,3,88.94,1,Monthly,0
2538,9,99.82,2,Monthly,0
2539,8,116.09,3,Annual,0
2540,33,80.37,4,Annual,0
2541,59,71.86,2,Monthly,0
2542,6,99.77,0,Annual,1
2543,41,76.25,0,Annual,1
2544,39,61.44,1,Monthly,1
2545,4,69.2,2,Annual,0
2546,13,86.25,1,Annual,0
2547,49,71.01,2,Monthly,0
2548,2,72.5,3,Monthly,1
2549,5,59.45,1,Annual,0
2550,44,108.71,2,Monthly,0
2551,27,73.15,3,Annual,1
2552,32,65.77,0,Annual,0
2553,21,67.9,2,Monthly,1
2554,8,96.05,2,Monthly,0
2555,38,91.46,2,Monthly,0
2556,8,69.96,1,Annual,0
2557,50,80.65,2,Monthly,0
2558,3,85.53,3,Monthly,0
2559,54,65.92,4,Annual,0
2560,44,49.19,5,Annual,0
2561,58,90.3,2,Monthly,0
2562,3,67.03,3,Annual,1
2563,22,88.81,0,Annual,0
2564,6,86.42,2,Annual,0
2565,2,81.12,4,Monthly,1
2566,23,71.48,1,Monthly,1
2567,44,67.32,1,Monthly,0
2568,2,57.23,1,Monthly,1
2569,38,67.71,1,Annual,0
2570,17,91.38,6,Monthly,0
2571,35,107.96,1,Monthly,1
2572,34,105.02,2,Monthly,1
2573,23,82.91,1,Monthly,0
2574,30,107.95,2,Monthly,0
2575,52,73.86,4,Monthly,0
2576,8,54.18,1,Monthly,1
2577,22,118.42,1,Monthly,1
2578,44,90.66,2,Annual,0
2579,58,49.31,1,Annual,1
2580,36,111.18,5,Monthly,0
2581,5,65.13,1,Monthly,0
2582,13,69.48,0,Monthly,0
2583,29,100.43,6,Annual,0
2584,31,107.23,6,Annual,1
2585,47,59.99,1,Monthly,0
2586,57,109.42,1,Annual,0
2587,55,97.48,2,Annual,0
2588,16,64.01,4,Monthly,0
2589,42,75.08,2,Monthly,0
2590,30,110.32,0,Annual,0
2591,57,48.79,3,Monthly,0
2592,55,107.61,1,Monthly,0
2593,16,96.93,1,Annual,0
2594,12,90.18,4,Annual,0
2595,17,82.63,3,Annual,0
2596,16,119.4,1,Monthly,0
2597,12,122.36,4,Annual,0
2598,8,67.7,2,Annual,0
2599,20,92.24,2,Annual,0
2600,3,117.49,3,Annual,0
2601,16,64.3,0,Monthly,1
2602,30,84.86,2,Annual,0
2603,45,100.08,1,Monthly,0
2604,23,39.7,1,Monthly,0
2605,28,96.57,0,Annual,0
2606,51,58.23,0,Annual,0
2607,40,83.85,5,Monthly,0
2608,54,102.89,2,Annual,0
2609,5,32.22,3,Monthly,0
2610,20,95.72,3,Monthly,0
2611,40,120.77,4,Monthly,0
2612,56,69.33,3,Annual,0
2613,44,91.53,3,Monthly,0
2614,1,106.71,1,Monthly,1
2615,57,48.14,3,Monthly,0
2616,30,95.15,1,Monthly,1
2617,21,100.48,0,Monthly,0
2618,20,92.77,1,Annual,1
2619,6,81.73,1,Monthly,0
2620,22,59.99,1,Monthly,1
2621,18,107.83,2,Monthly,0
2622,8,80.69,2,Monthly,0
2623,39,61.92,3,Annual,0
2624,32,73.64,1,Annual,0
2625,33,87.37,1,Monthly,0
2626,53,48.78,2,Annual,1
2627,16,80.36,1,Monthly,0
2628,12,71.66,3,Annual,0
2629,38,106.72,3,Annual,0
2630,52,42.5,2,Monthly,1
2631,34,98.78,4,Annual,0
2632,14,108.34,1,Annual,0
2633,36,43.26,1,Monthly,1
2634,33,45.66,1,Monthly,1
2635,23,115.72,5,Monthly,0
2636,50,61.91,0,Monthly,1
2637,45,141.9,5,Annual,1
2638,2,43.88,2,Monthly,0
2639,41,83.4,4,Annual,0
2640,21,79.53,4,Monthly,1
2641,2,75.84,3,Monthly,0
2642,27,89.26,1,Annual,1
2643,57,90.41,2,Monthly,0
2644,9,76.65,1,Monthly,0
2645,1,59.72,2,Monthly,0
2646,11,100.96,0,Monthly,0
2647,3,92.56,2,Annual,0
2648,52,82.29,2,Monthly,1
2649,23,91.93,1,Annual,0
2650,26,95.38,0,Annual,0
2651,4,64.77,1,Monthly,0
2652,18,91.21,0,Monthly,1
2653,55,68.94,2,Monthly,0
2654,6,96.04,3,Annual,0
2655,35,76.15,2,Annual,0
2656,22,92.23,0,Monthly,0
2657,43,71.32,1,Monthly,1
2658,15,93.27,2,Monthly,1
2659,22,60.42,4,Monthly,0
2660,37,80.72,4,Monthly,0
2661,52,99.61,1,Annual,0
2662,42,89.34,1,Monthly,0
2663,12,83.84,1,Monthly,0
2664,47,116.07,1,Annual,0
2665,49,100.47,4,Annual,0
2666,42,97.11,3,Monthly,1
2667,38,93.16,1,Annual,0
2668,18,95.65,2,Monthly,1
2669,45,113.14,4,Annual,1
2670,35,71.65,1,Annual,1
2671,30,100.19,2,Annual,0
2672,24,87.13,3,Monthly,0
2673,42,72.34,0,Monthly,0
2674,30,78.01,3,Monthly,0
2675,14,84.38,1,Annual,0
2676,6,62.8,2,Monthly,0
2677,3,97.28,1,Annual,0
2678,16,77.94,2,Monthly,0
